trace_id,service,timestamp,level,message,anomaly_type
trace-972064,ts-user-service,2025-03-27 06:07:58.706748,INFO,ts-user-service processed request in 272ms,normal
trace-189814,ts-config-service,2025-03-26 23:38:05.814748,INFO,ts-config-service processed request in 305ms,normal
trace-234628,ts-station-service,2025-03-27 00:01:28.857748,INFO,ts-station-service processed request in 242ms,normal
trace-234628,ts-station-service,2025-03-27 00:01:28.735748,INFO,ts-station-service processed request in 242ms,normal
trace-543692,ts-station-service,2025-03-27 09:37:04.844748,INFO,ts-station-service processed request in 318ms,normal
trace-543692,ts-station-service,2025-03-27 09:37:04.890748,INFO,ts-station-service processed request in 318ms,normal
trace-543692,ts-station-service,2025-03-27 09:37:04.709748,INFO,ts-station-service processed request in 318ms,normal
trace-781446,ts-ticket-service,2025-03-27 03:44:00.845748,INFO,ts-ticket-service processed request in 269ms,normal
trace-781446,ts-ticket-service,2025-03-27 03:44:00.725748,INFO,ts-ticket-service processed request in 269ms,normal
trace-454508,ts-station-service,2025-03-27 16:33:47.682748,INFO,ts-station-service processed request in 285ms,normal
trace-842225,ts-order-service,2025-03-26 18:21:05.829748,ERROR,ts-order-service failed due to dependency service breakdown | trace_id=trace-842225,cascade_failure
trace-842225,ts-order-service,2025-03-26 18:21:05.850748,ERROR,ts-order-service failed due to dependency service breakdown | trace_id=trace-842225,cascade_failure
trace-174299,ts-user-service,2025-03-26 22:36:33.863748,INFO,ts-user-service processed request in 392ms,normal
trace-174299,ts-user-service,2025-03-26 22:36:33.922748,INFO,ts-user-service processed request in 392ms,normal
trace-858490,ts-station-service,2025-03-26 20:32:17.917748,INFO,ts-station-service processed request in 299ms,normal
trace-198907,ts-payment-service,2025-03-27 13:48:00.879748,INFO,ts-payment-service processed request in 247ms,normal
trace-198907,ts-payment-service,2025-03-27 13:48:00.740748,INFO,ts-payment-service processed request in 247ms,normal
trace-864491,ts-payment-service,2025-03-27 15:21:24.720748,INFO,ts-payment-service processed request in 341ms,normal
trace-864491,ts-payment-service,2025-03-27 15:21:24.760748,INFO,ts-payment-service processed request in 341ms,normal
trace-864491,ts-payment-service,2025-03-27 15:21:24.890748,INFO,ts-payment-service processed request in 341ms,normal
trace-455784,ts-user-service,2025-03-27 13:21:02.824762,INFO,ts-user-service processed request in 238ms,normal
trace-455784,ts-user-service,2025-03-27 13:21:02.862762,INFO,ts-user-service processed request in 238ms,normal
trace-455784,ts-user-service,2025-03-27 13:21:02.884762,WARN,ts-user-service processed request in 238ms,normal
trace-246991,ts-user-service,2025-03-27 01:58:11.185762,ERROR,ts-user-service request timeout after 3100ms | trace_id=trace-246991,timeout
trace-246991,ts-user-service,2025-03-27 01:58:09.236762,ERROR,ts-user-service request timeout after 3100ms | trace_id=trace-246991,timeout
trace-947272,ts-order-service,2025-03-26 21:17:32.819762,INFO,ts-order-service processed request in 202ms,normal
trace-197793,ts-user-service,2025-03-27 08:43:22.729762,WARN,ts-user-service processed request in 233ms,normal
trace-197793,ts-user-service,2025-03-27 08:43:22.856762,INFO,ts-user-service processed request in 233ms,normal
trace-161483,ts-ticket-service,2025-03-27 11:20:05.882762,INFO,ts-ticket-service processed request in 309ms,normal
trace-161483,ts-ticket-service,2025-03-27 11:20:05.939762,INFO,ts-ticket-service processed request in 309ms,normal
trace-399105,ts-ticket-service,2025-03-27 01:55:40.958762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-399105,high_error_rate
trace-411120,ts-order-service,2025-03-27 09:24:27.132762,ERROR,ts-order-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-411120,ts-order-service,2025-03-27 09:24:15.065762,ERROR,ts-order-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-411120,ts-order-service,2025-03-27 09:24:13.755762,ERROR,ts-order-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-152578,ts-ticket-service,2025-03-26 20:03:35.772762,INFO,ts-ticket-service processed request in 294ms,normal
trace-184002,ts-order-service,2025-03-27 10:33:48.920762,INFO,ts-order-service processed request in 284ms,normal
trace-184002,ts-order-service,2025-03-27 10:33:48.682762,INFO,ts-order-service processed request in 284ms,normal
trace-184002,ts-order-service,2025-03-27 10:33:48.850762,INFO,ts-order-service processed request in 284ms,normal
trace-697347,ts-station-service,2025-03-27 08:21:55.406762,ERROR,ts-station-service request timeout after 2260ms | trace_id=trace-697347,timeout
trace-697347,ts-station-service,2025-03-27 08:21:55.442762,ERROR,ts-station-service request timeout after 2260ms | trace_id=trace-697347,timeout
trace-712024,ts-station-service,2025-03-26 20:44:59.693762,INFO,ts-station-service processed request in 264ms,normal
trace-712024,ts-station-service,2025-03-26 20:44:59.924762,INFO,ts-station-service processed request in 264ms,normal
trace-712024,ts-station-service,2025-03-26 20:44:59.681762,INFO,ts-station-service processed request in 264ms,normal
trace-378517,ts-user-service,2025-03-27 02:55:08.829762,INFO,ts-user-service processed request in 276ms,normal
trace-109767,ts-station-service,2025-03-27 00:38:36.877762,INFO,ts-station-service processed request in 352ms,normal
trace-109767,ts-station-service,2025-03-27 00:38:36.764762,INFO,ts-station-service processed request in 352ms,normal
trace-109767,ts-station-service,2025-03-27 00:38:36.770762,WARN,ts-station-service processed request in 352ms,normal
trace-378082,ts-auth-service,2025-03-27 12:30:23.845762,INFO,ts-auth-service processed request in 317ms,normal
trace-378082,ts-auth-service,2025-03-27 12:30:23.757762,INFO,ts-auth-service processed request in 317ms,normal
trace-265409,ts-config-service,2025-03-27 01:22:31.750762,INFO,ts-config-service processed request in 211ms,normal
trace-956795,ts-auth-service,2025-03-26 21:08:12.728762,INFO,ts-auth-service processed request in 316ms,normal
trace-956795,ts-auth-service,2025-03-26 21:08:12.904762,INFO,ts-auth-service processed request in 316ms,normal
trace-878480,ts-user-service,2025-03-26 21:11:12.856762,INFO,ts-user-service processed request in 280ms,normal
trace-313487,ts-config-service,2025-03-26 18:14:14.686762,INFO,ts-config-service processed request in 266ms,normal
trace-313487,ts-config-service,2025-03-26 18:14:14.782762,INFO,ts-config-service processed request in 266ms,normal
trace-313487,ts-config-service,2025-03-26 18:14:14.912762,INFO,ts-config-service processed request in 266ms,normal
trace-196781,ts-ticket-service,2025-03-26 18:14:08.734762,ERROR,ts-ticket-service received illegal argument: code=489,illegal_argument
trace-196781,ts-ticket-service,2025-03-26 18:14:08.664762,ERROR,ts-ticket-service received illegal argument: code=416,illegal_argument
trace-768061,ts-user-service,2025-03-27 07:47:29.816762,INFO,ts-user-service processed request in 351ms,normal
trace-768061,ts-user-service,2025-03-27 07:47:29.865762,INFO,ts-user-service processed request in 351ms,normal
trace-178898,ts-ticket-service,2025-03-27 11:54:08.700762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-178898,high_error_rate
trace-178898,ts-ticket-service,2025-03-27 11:54:08.928762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-178898,high_error_rate
trace-178898,ts-ticket-service,2025-03-27 11:54:08.716762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-178898,high_error_rate
trace-679364,ts-ticket-service,2025-03-27 11:56:14.772762,WARN,ts-ticket-service processed request in 258ms,normal
trace-934794,ts-auth-service,2025-03-27 15:52:35.859762,INFO,ts-auth-service processed request in 284ms,normal
trace-934794,ts-auth-service,2025-03-27 15:52:35.815762,INFO,ts-auth-service processed request in 284ms,normal
trace-470858,ts-config-service,2025-03-26 20:56:39.798762,INFO,ts-config-service processed request in 316ms,normal
trace-270395,ts-ticket-service,2025-03-27 10:52:58.726762,INFO,ts-ticket-service processed request in 348ms,normal
trace-270395,ts-ticket-service,2025-03-27 10:52:58.873762,INFO,ts-ticket-service processed request in 348ms,normal
trace-920391,ts-config-service,2025-03-27 02:20:20.762762,INFO,ts-config-service processed request in 276ms,normal
trace-925622,ts-ticket-service,2025-03-27 13:23:36.845762,INFO,ts-ticket-service processed request in 290ms,normal
trace-925622,ts-ticket-service,2025-03-27 13:23:36.838762,WARN,ts-ticket-service processed request in 290ms,normal
trace-925622,ts-ticket-service,2025-03-27 13:23:36.750762,WARN,ts-ticket-service processed request in 290ms,normal
trace-309267,ts-auth-service,2025-03-27 00:34:12.801762,INFO,ts-auth-service processed request in 244ms,normal
trace-309267,ts-auth-service,2025-03-27 00:34:12.827762,WARN,ts-auth-service processed request in 244ms,normal
trace-309267,ts-auth-service,2025-03-27 00:34:12.666762,INFO,ts-auth-service processed request in 244ms,normal
trace-792094,ts-ticket-service,2025-03-27 10:17:51.725762,ERROR,ts-ticket-service received illegal argument: code=476,illegal_argument
trace-792094,ts-ticket-service,2025-03-27 10:17:51.695762,ERROR,ts-ticket-service received illegal argument: code=405,illegal_argument
trace-772642,ts-ticket-service,2025-03-26 22:46:56.944762,ERROR,ts-ticket-service failed due to dependency service breakdown | trace_id=trace-772642,cascade_failure
trace-772642,ts-ticket-service,2025-03-26 22:46:56.831762,ERROR,ts-ticket-service failed due to dependency service breakdown | trace_id=trace-772642,cascade_failure
trace-373903,ts-station-service,2025-03-27 10:49:39.711762,INFO,ts-station-service processed request in 367ms,normal
trace-373903,ts-station-service,2025-03-27 10:49:39.769762,INFO,ts-station-service processed request in 367ms,normal
trace-462479,ts-ticket-service,2025-03-27 05:54:30.832762,INFO,ts-ticket-service processed request in 296ms,normal
trace-462479,ts-ticket-service,2025-03-27 05:54:30.892762,INFO,ts-ticket-service processed request in 296ms,normal
trace-146542,ts-order-service,2025-03-27 01:27:10.713762,INFO,ts-order-service processed request in 350ms,normal
trace-146542,ts-order-service,2025-03-27 01:27:10.951762,INFO,ts-order-service processed request in 350ms,normal
trace-146542,ts-order-service,2025-03-27 01:27:10.952762,INFO,ts-order-service processed request in 350ms,normal
trace-173372,ts-station-service,2025-03-27 05:18:25.924762,INFO,ts-station-service processed request in 318ms,normal
trace-799287,ts-auth-service,2025-03-27 02:27:36.864762,INFO,ts-auth-service processed request in 267ms,normal
trace-799287,ts-auth-service,2025-03-27 02:27:36.916762,INFO,ts-auth-service processed request in 267ms,normal
trace-799287,ts-auth-service,2025-03-27 02:27:36.846762,INFO,ts-auth-service processed request in 267ms,normal
trace-301158,ts-payment-service,2025-03-27 02:01:16.920762,ERROR,ts-payment-service failed due to dependency service breakdown | trace_id=trace-301158,cascade_failure
trace-301158,ts-payment-service,2025-03-27 02:01:16.933762,ERROR,ts-payment-service failed due to dependency service breakdown | trace_id=trace-301158,cascade_failure
trace-301158,ts-payment-service,2025-03-27 02:01:16.683762,ERROR,ts-payment-service failed due to dependency service breakdown | trace_id=trace-301158,cascade_failure
trace-525800,ts-config-service,2025-03-26 21:22:45.758762,INFO,ts-config-service processed request in 376ms,normal
trace-525800,ts-config-service,2025-03-26 21:22:45.964762,INFO,ts-config-service processed request in 376ms,normal
trace-550770,ts-config-service,2025-03-26 20:12:51.071762,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-550770,resource_exhaustion
trace-550770,ts-config-service,2025-03-26 20:12:50.470762,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-550770,resource_exhaustion
trace-550770,ts-config-service,2025-03-26 20:12:48.337762,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-550770,resource_exhaustion
trace-324082,ts-ticket-service,2025-03-26 22:43:04.828762,INFO,ts-ticket-service processed request in 378ms,normal
trace-324082,ts-ticket-service,2025-03-26 22:43:04.973762,INFO,ts-ticket-service processed request in 378ms,normal
trace-324082,ts-ticket-service,2025-03-26 22:43:04.685762,INFO,ts-ticket-service processed request in 378ms,normal
trace-796101,ts-station-service,2025-03-26 18:17:04.777762,INFO,ts-station-service processed request in 169ms,normal
trace-945742,ts-user-service,2025-03-27 10:04:44.688762,INFO,ts-user-service processed request in 341ms,normal
trace-740967,ts-ticket-service,2025-03-27 14:40:39.871762,INFO,ts-ticket-service processed request in 304ms,normal
trace-740967,ts-ticket-service,2025-03-27 14:40:39.818762,INFO,ts-ticket-service processed request in 304ms,normal
trace-740967,ts-ticket-service,2025-03-27 14:40:39.693762,INFO,ts-ticket-service processed request in 304ms,normal
trace-618392,ts-user-service,2025-03-27 02:46:43.919762,ERROR,ts-user-service request timeout after 2850ms | trace_id=trace-618392,timeout
trace-618392,ts-user-service,2025-03-27 02:46:42.435762,ERROR,ts-user-service request timeout after 2850ms | trace_id=trace-618392,timeout
trace-618392,ts-user-service,2025-03-27 02:46:41.753762,ERROR,ts-user-service request timeout after 2850ms | trace_id=trace-618392,timeout
trace-887443,ts-config-service,2025-03-27 13:26:54.840762,INFO,ts-config-service processed request in 304ms,normal
trace-887443,ts-config-service,2025-03-27 13:26:54.802762,INFO,ts-config-service processed request in 304ms,normal
trace-887443,ts-config-service,2025-03-27 13:26:54.698762,INFO,ts-config-service processed request in 304ms,normal
trace-152657,ts-user-service,2025-03-26 21:02:04.752762,ERROR,ts-user-service received illegal argument: code=490,illegal_argument
trace-800005,ts-station-service,2025-03-26 21:59:28.915762,INFO,ts-station-service processed request in 289ms,normal
trace-800005,ts-station-service,2025-03-26 21:59:28.681762,WARN,ts-station-service processed request in 289ms,normal
trace-567574,ts-payment-service,2025-03-27 11:32:03.817762,INFO,ts-payment-service processed request in 317ms,normal
trace-567574,ts-payment-service,2025-03-27 11:32:03.731762,INFO,ts-payment-service processed request in 317ms,normal
trace-567574,ts-payment-service,2025-03-27 11:32:03.790762,INFO,ts-payment-service processed request in 317ms,normal
trace-903013,ts-ticket-service,2025-03-26 22:20:58.033762,INFO,ts-ticket-service processed request in 373ms,normal
trace-399607,ts-auth-service,2025-03-27 08:47:29.746762,INFO,ts-auth-service processed request in 274ms,normal
trace-399607,ts-auth-service,2025-03-27 08:47:29.859762,INFO,ts-auth-service processed request in 274ms,normal
trace-399607,ts-auth-service,2025-03-27 08:47:29.882762,INFO,ts-auth-service processed request in 274ms,normal
trace-258157,ts-ticket-service,2025-03-27 08:54:33.741762,INFO,ts-ticket-service processed request in 259ms,normal
trace-258157,ts-ticket-service,2025-03-27 08:54:33.890762,INFO,ts-ticket-service processed request in 259ms,normal
trace-527398,ts-station-service,2025-03-27 05:16:55.759762,INFO,ts-station-service processed request in 274ms,normal
trace-508396,ts-payment-service,2025-03-26 20:03:48.736762,INFO,ts-payment-service processed request in 345ms,normal
trace-600149,ts-auth-service,2025-03-27 17:06:52.882762,INFO,ts-auth-service processed request in 316ms,normal
trace-611945,ts-auth-service,2025-03-27 09:20:24.925762,WARN,ts-auth-service processed request in 273ms,normal
trace-801364,ts-payment-service,2025-03-27 02:36:33.734762,ERROR,ts-payment-service request timeout after 3250ms | trace_id=trace-801364,timeout
trace-752483,ts-order-service,2025-03-26 21:52:56.869762,INFO,ts-order-service processed request in 304ms,normal
trace-752483,ts-order-service,2025-03-26 21:52:56.731762,WARN,ts-order-service processed request in 304ms,normal
trace-752483,ts-order-service,2025-03-26 21:52:56.701762,INFO,ts-order-service processed request in 304ms,normal
trace-773971,ts-user-service,2025-03-27 01:43:25.950762,ERROR,ts-user-service failed due to dependency service breakdown | trace_id=trace-773971,cascade_failure
trace-773971,ts-user-service,2025-03-27 01:43:25.926762,ERROR,ts-user-service failed due to dependency service breakdown | trace_id=trace-773971,cascade_failure
trace-443254,ts-ticket-service,2025-03-27 09:37:22.743762,ERROR,ts-ticket-service received illegal argument: code=489,illegal_argument
trace-364525,ts-ticket-service,2025-03-27 14:20:49.701762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-364525,high_error_rate
trace-466960,ts-payment-service,2025-03-27 09:09:55.768762,INFO,ts-payment-service processed request in 280ms,normal
trace-890870,ts-user-service,2025-03-27 16:11:57.693762,INFO,ts-user-service processed request in 226ms,normal
trace-890870,ts-user-service,2025-03-27 16:11:57.873762,INFO,ts-user-service processed request in 226ms,normal
trace-890870,ts-user-service,2025-03-27 16:11:57.822762,WARN,ts-user-service processed request in 226ms,normal
trace-259784,ts-user-service,2025-03-27 08:38:38.787762,INFO,ts-user-service processed request in 314ms,normal
trace-259784,ts-user-service,2025-03-27 08:38:38.760762,INFO,ts-user-service processed request in 314ms,normal
trace-259784,ts-user-service,2025-03-27 08:38:38.712762,INFO,ts-user-service processed request in 314ms,normal
trace-587623,ts-config-service,2025-03-27 07:59:58.863762,INFO,ts-config-service processed request in 313ms,normal
trace-587623,ts-config-service,2025-03-27 07:59:58.920762,INFO,ts-config-service processed request in 313ms,normal
trace-915573,ts-auth-service,2025-03-27 11:21:59.690762,INFO,ts-auth-service processed request in 300ms,normal
trace-915573,ts-auth-service,2025-03-27 11:21:59.924762,INFO,ts-auth-service processed request in 300ms,normal
trace-703766,ts-config-service,2025-03-27 03:39:57.910762,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-703766,resource_exhaustion
trace-703766,ts-config-service,2025-03-27 03:39:55.469762,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-703766,resource_exhaustion
trace-703766,ts-config-service,2025-03-27 03:39:57.689762,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-703766,resource_exhaustion
trace-831059,ts-config-service,2025-03-27 06:20:55.819762,INFO,ts-config-service processed request in 229ms,normal
trace-831059,ts-config-service,2025-03-27 06:20:55.731762,INFO,ts-config-service processed request in 229ms,normal
trace-658623,ts-payment-service,2025-03-27 01:43:56.885762,INFO,ts-payment-service processed request in 278ms,normal
trace-658623,ts-payment-service,2025-03-27 01:43:56.740762,INFO,ts-payment-service processed request in 278ms,normal
trace-658623,ts-payment-service,2025-03-27 01:43:56.913762,INFO,ts-payment-service processed request in 278ms,normal
trace-990844,ts-config-service,2025-03-27 02:02:07.918762,INFO,ts-config-service processed request in 282ms,normal
trace-841666,ts-ticket-service,2025-03-27 11:45:32.724762,WARN,ts-ticket-service processed request in 259ms,normal
trace-841666,ts-ticket-service,2025-03-27 11:45:32.702762,WARN,ts-ticket-service processed request in 259ms,normal
trace-745830,ts-config-service,2025-03-26 21:44:05.897762,WARN,ts-config-service processed request in 291ms,normal
trace-745830,ts-config-service,2025-03-26 21:44:05.922762,INFO,ts-config-service processed request in 291ms,normal
trace-437960,ts-config-service,2025-03-27 08:23:27.853762,INFO,ts-config-service processed request in 320ms,normal
trace-437960,ts-config-service,2025-03-27 08:23:27.944762,INFO,ts-config-service processed request in 320ms,normal
trace-437960,ts-config-service,2025-03-27 08:23:27.850762,INFO,ts-config-service processed request in 320ms,normal
trace-886931,ts-station-service,2025-03-27 00:24:34.788762,INFO,ts-station-service processed request in 394ms,normal
trace-886931,ts-station-service,2025-03-27 00:24:34.732762,INFO,ts-station-service processed request in 394ms,normal
trace-992288,ts-user-service,2025-03-27 05:29:44.944762,INFO,ts-user-service processed request in 308ms,normal
trace-393243,ts-payment-service,2025-03-26 19:37:25.930762,INFO,ts-payment-service processed request in 312ms,normal
trace-393243,ts-payment-service,2025-03-26 19:37:25.749762,INFO,ts-payment-service processed request in 312ms,normal
trace-189771,ts-payment-service,2025-03-27 08:32:29.744762,INFO,ts-payment-service processed request in 296ms,normal
trace-777278,ts-ticket-service,2025-03-26 23:27:32.681762,INFO,ts-ticket-service processed request in 204ms,normal
trace-524045,ts-auth-service,2025-03-27 08:28:14.858762,INFO,ts-auth-service processed request in 298ms,normal
trace-524045,ts-auth-service,2025-03-27 08:28:14.786762,INFO,ts-auth-service processed request in 298ms,normal
trace-882169,ts-auth-service,2025-03-26 21:17:24.821762,INFO,ts-auth-service processed request in 303ms,normal
trace-363615,ts-ticket-service,2025-03-27 08:56:08.047762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-363615,high_error_rate
trace-363615,ts-ticket-service,2025-03-27 08:56:07.787762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-363615,high_error_rate
trace-326895,ts-auth-service,2025-03-26 23:42:00.847762,WARN,ts-auth-service processed request in 290ms,normal
trace-973074,ts-auth-service,2025-03-27 10:15:41.852762,INFO,ts-auth-service processed request in 315ms,normal
trace-973074,ts-auth-service,2025-03-27 10:15:41.692762,INFO,ts-auth-service processed request in 315ms,normal
trace-114835,ts-user-service,2025-03-26 21:52:54.774762,INFO,ts-user-service processed request in 298ms,normal
trace-114835,ts-user-service,2025-03-26 21:52:54.719762,INFO,ts-user-service processed request in 298ms,normal
trace-831295,ts-ticket-service,2025-03-27 12:43:53.739762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-831295,high_error_rate
trace-831295,ts-ticket-service,2025-03-27 12:43:53.709762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-831295,high_error_rate
trace-592198,ts-ticket-service,2025-03-26 23:53:58.789762,ERROR,ts-ticket-service failed due to dependency service breakdown | trace_id=trace-592198,cascade_failure
trace-219629,ts-ticket-service,2025-03-27 14:57:00.906762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-219629,high_error_rate
trace-219629,ts-ticket-service,2025-03-27 14:57:00.676762,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-219629,high_error_rate
trace-256445,ts-auth-service,2025-03-26 20:50:13.001762,WARN,ts-auth-service processed request in 339ms,normal
trace-256445,ts-auth-service,2025-03-26 20:50:12.730762,INFO,ts-auth-service processed request in 339ms,normal
trace-901577,ts-station-service,2025-03-27 02:10:36.903762,INFO,ts-station-service processed request in 254ms,normal
trace-901577,ts-station-service,2025-03-27 02:10:36.675762,INFO,ts-station-service processed request in 254ms,normal
trace-564226,ts-config-service,2025-03-27 06:30:10.866762,INFO,ts-config-service processed request in 370ms,normal
trace-564226,ts-config-service,2025-03-27 06:30:10.904762,INFO,ts-config-service processed request in 370ms,normal
trace-564226,ts-config-service,2025-03-27 06:30:10.927762,WARN,ts-config-service processed request in 370ms,normal
trace-876039,ts-config-service,2025-03-27 13:42:58.751762,INFO,ts-config-service processed request in 229ms,normal
trace-876039,ts-config-service,2025-03-27 13:42:58.773762,INFO,ts-config-service processed request in 229ms,normal
trace-876039,ts-config-service,2025-03-27 13:42:58.681762,INFO,ts-config-service processed request in 229ms,normal
trace-792509,ts-user-service,2025-03-27 14:22:23.891762,ERROR,ts-user-service failed due to dependency service breakdown | trace_id=trace-792509,cascade_failure
trace-792509,ts-user-service,2025-03-27 14:22:23.884762,ERROR,ts-user-service failed due to dependency service breakdown | trace_id=trace-792509,cascade_failure
trace-264136,ts-ticket-service,2025-03-27 17:13:54.980762,INFO,ts-ticket-service processed request in 409ms,normal
trace-264136,ts-ticket-service,2025-03-27 17:13:55.020762,INFO,ts-ticket-service processed request in 409ms,normal
trace-134225,ts-auth-service,2025-03-27 08:54:04.717762,INFO,ts-auth-service processed request in 250ms,normal
trace-134225,ts-auth-service,2025-03-27 08:54:04.668762,WARN,ts-auth-service processed request in 250ms,normal
trace-344762,ts-config-service,2025-03-27 07:41:49.716762,INFO,ts-config-service processed request in 271ms,normal
trace-344762,ts-config-service,2025-03-27 07:41:49.917762,INFO,ts-config-service processed request in 271ms,normal
