trace_id,service,duration_ms,timestamp,status,call_path,anomaly_type,path_length,hour,service_ts-auth-service,service_ts-config-service,service_ts-order-service,service_ts-payment-service,service_ts-station-service,service_ts-ticket-service,service_ts-user-service,duration_norm,path_length_norm
trace-174299,ts-user-service,392,2025-03-26 22:36:33.661748,success,ts-payment-service->ts-ticket-service->ts-user-service->ts-station-service,normal,4,22,False,False,False,False,False,False,True,0.009765886287625418,0.5
trace-858490,ts-station-service,299,2025-03-26 20:32:17.661748,success,ts-user-service->ts-ticket-service->ts-payment-service->ts-config-service,normal,4,20,False,False,False,False,True,False,False,0.00665551839464883,0.5
trace-198907,ts-payment-service,247,2025-03-27 13:48:00.661748,success,ts-auth-service->ts-ticket-service->ts-payment-service->ts-station-service,normal,4,13,False,False,False,True,False,False,False,0.004916387959866221,0.5
trace-864491,ts-payment-service,341,2025-03-27 15:21:24.661748,success,ts-payment-service->ts-order-service->ts-config-service->ts-ticket-service->ts-auth-service,normal,5,15,False,False,False,True,False,False,False,0.008060200668896322,1.0
trace-455784,ts-user-service,238,2025-03-27 13:21:02.662762,success,ts-user-service->ts-station-service->ts-ticket-service,normal,3,13,False,False,False,False,False,False,True,0.004615384615384615,0.0
trace-246991,ts-user-service,3100,2025-03-27 01:58:08.662762,success,ts-ticket-service->ts-user-service->ts-order-service->ts-config-service,timeout,4,1,False,False,False,False,False,False,True,0.10033444816053512,0.5
trace-947272,ts-order-service,202,2025-03-26 21:17:32.662762,success,ts-payment-service->ts-station-service->ts-order-service,normal,3,21,False,False,True,False,False,False,False,0.003411371237458194,0.0
trace-197793,ts-user-service,233,2025-03-27 08:43:22.662762,success,ts-ticket-service->ts-config-service->ts-user-service->ts-payment-service,normal,4,8,False,False,False,False,False,False,True,0.004448160535117056,0.5
trace-161483,ts-ticket-service,309,2025-03-27 11:20:05.662762,success,ts-ticket-service->ts-auth-service->ts-config-service,normal,3,11,False,False,False,False,False,True,False,0.006989966555183948,0.0
trace-399105,ts-ticket-service,336,2025-03-27 01:55:40.662762,failed,ts-config-service->ts-station-service->ts-ticket-service->ts-user-service->ts-order-service,high_error_rate,5,1,False,False,False,False,False,True,False,0.007892976588628763,1.0
trace-411120,ts-order-service,30000,2025-03-27 09:24:10.662762,success,ts-user-service->ts-user-service->ts-user-service,infinite_loop,3,9,False,False,True,False,False,False,False,1.0,0.0
trace-152578,ts-ticket-service,294,2025-03-26 20:03:35.662762,success,ts-config-service->ts-station-service->ts-user-service->ts-order-service->ts-auth-service,normal,5,20,False,False,False,False,False,True,False,0.006488294314381271,1.0
trace-184002,ts-order-service,284,2025-03-27 10:33:48.662762,success,ts-order-service->ts-payment-service->ts-user-service->ts-ticket-service->ts-config-service,normal,5,10,False,False,True,False,False,False,False,0.006153846153846154,1.0
trace-697347,ts-station-service,2260,2025-03-27 08:21:53.662762,success,ts-order-service->ts-station-service->ts-config-service->ts-ticket-service->ts-auth-service,timeout,5,8,False,False,False,False,True,False,False,0.07224080267558529,1.0
trace-712024,ts-station-service,264,2025-03-26 20:44:59.662762,success,ts-auth-service->ts-user-service->ts-config-service->ts-payment-service,normal,4,20,False,False,False,False,True,False,False,0.0054849498327759205,0.5
trace-378517,ts-user-service,276,2025-03-27 02:55:08.662762,success,ts-payment-service->ts-auth-service->ts-ticket-service->ts-config-service->ts-order-service,normal,5,2,False,False,False,False,False,False,True,0.00588628762541806,1.0
trace-109767,ts-station-service,352,2025-03-27 00:38:36.662762,success,ts-order-service->ts-config-service->ts-station-service->ts-user-service->ts-auth-service,normal,5,0,False,False,False,False,True,False,False,0.00842809364548495,1.0
trace-378082,ts-auth-service,317,2025-03-27 12:30:23.662762,success,ts-user-service->ts-auth-service->ts-payment-service,normal,3,12,True,False,False,False,False,False,False,0.00725752508361204,0.0
trace-265409,ts-config-service,211,2025-03-27 01:22:31.662762,success,ts-payment-service->ts-auth-service->ts-station-service->ts-order-service->ts-config-service,normal,5,1,False,True,False,False,False,False,False,0.003712374581939799,1.0
trace-956795,ts-auth-service,316,2025-03-26 21:08:12.662762,success,ts-order-service->ts-user-service->ts-auth-service->ts-config-service->ts-ticket-service,normal,5,21,True,False,False,False,False,False,False,0.007224080267558528,1.0
trace-878480,ts-user-service,280,2025-03-26 21:11:12.662762,success,ts-auth-service->ts-station-service->ts-user-service->ts-config-service,normal,4,21,False,False,False,False,False,False,True,0.006020066889632107,0.5
trace-313487,ts-config-service,266,2025-03-26 18:14:14.662762,success,ts-station-service->ts-ticket-service->ts-auth-service->ts-order-service,normal,4,18,False,True,False,False,False,False,False,0.005551839464882944,0.5
trace-196781,ts-ticket-service,100,2025-03-26 18:14:08.662762,failed,ts-order-service->ts-station-service->ts-ticket-service,illegal_argument,3,18,False,False,False,False,False,True,False,0.0,0.0
trace-768061,ts-user-service,351,2025-03-27 07:47:29.662762,success,ts-ticket-service->ts-station-service->ts-config-service->ts-order-service->ts-payment-service,normal,5,7,False,False,False,False,False,False,True,0.008394648829431438,1.0
trace-178898,ts-ticket-service,346,2025-03-27 11:54:08.662762,failed,ts-config-service->ts-auth-service->ts-station-service,high_error_rate,3,11,False,False,False,False,False,True,False,0.00822742474916388,0.0
trace-679364,ts-ticket-service,258,2025-03-27 11:56:14.662762,success,ts-order-service->ts-auth-service->ts-payment-service,normal,3,11,False,False,False,False,False,True,False,0.00528428093645485,0.0
trace-934794,ts-auth-service,284,2025-03-27 15:52:35.662762,success,ts-payment-service->ts-user-service->ts-order-service,normal,3,15,True,False,False,False,False,False,False,0.006153846153846154,0.0
trace-470858,ts-config-service,316,2025-03-26 20:56:39.662762,success,ts-station-service->ts-payment-service->ts-user-service->ts-config-service,normal,4,20,False,True,False,False,False,False,False,0.007224080267558528,0.5
trace-270395,ts-ticket-service,348,2025-03-27 10:52:58.662762,success,ts-user-service->ts-payment-service->ts-auth-service,normal,3,10,False,False,False,False,False,True,False,0.008294314381270903,0.0
trace-920391,ts-config-service,276,2025-03-27 02:20:20.662762,success,ts-config-service->ts-payment-service->ts-user-service->ts-auth-service->ts-order-service,normal,5,2,False,True,False,False,False,False,False,0.00588628762541806,1.0
trace-925622,ts-ticket-service,290,2025-03-27 13:23:36.662762,success,ts-config-service->ts-ticket-service->ts-user-service,normal,3,13,False,False,False,False,False,True,False,0.006354515050167224,0.0
trace-309267,ts-auth-service,244,2025-03-27 00:34:12.662762,success,ts-config-service->ts-user-service->ts-payment-service->ts-order-service,normal,4,0,True,False,False,False,False,False,False,0.0048160535117056855,0.5
trace-792094,ts-ticket-service,100,2025-03-27 10:17:51.662762,failed,ts-order-service->ts-station-service->ts-ticket-service,illegal_argument,3,10,False,False,False,False,False,True,False,0.0,0.0
trace-772642,ts-ticket-service,340,2025-03-26 22:46:56.662762,failed,ts-auth-service->ts-order-service->ts-payment-service,cascade_failure,3,22,False,False,False,False,False,True,False,0.00802675585284281,0.0
trace-373903,ts-station-service,367,2025-03-27 10:49:39.662762,success,ts-order-service->ts-config-service->ts-station-service->ts-ticket-service,normal,4,10,False,False,False,False,True,False,False,0.008929765886287626,0.5
trace-462479,ts-ticket-service,296,2025-03-27 05:54:30.662762,success,ts-station-service->ts-order-service->ts-ticket-service->ts-user-service->ts-config-service,normal,5,5,False,False,False,False,False,True,False,0.006555183946488295,1.0
trace-146542,ts-order-service,350,2025-03-27 01:27:10.662762,success,ts-config-service->ts-station-service->ts-user-service->ts-auth-service->ts-payment-service,normal,5,1,False,False,True,False,False,False,False,0.008361204013377926,1.0
trace-173372,ts-station-service,318,2025-03-27 05:18:25.662762,success,ts-payment-service->ts-order-service->ts-auth-service->ts-station-service,normal,4,5,False,False,False,False,True,False,False,0.007290969899665552,0.5
trace-799287,ts-auth-service,267,2025-03-27 02:27:36.662762,success,ts-payment-service->ts-auth-service->ts-station-service->ts-user-service,normal,4,2,True,False,False,False,False,False,False,0.005585284280936456,0.5
trace-301158,ts-payment-service,318,2025-03-27 02:01:16.662762,failed,ts-auth-service->ts-order-service->ts-payment-service,cascade_failure,3,2,False,False,False,True,False,False,False,0.007290969899665552,0.0
trace-525800,ts-config-service,376,2025-03-26 21:22:45.662762,success,ts-auth-service->ts-config-service->ts-user-service,normal,3,21,False,True,False,False,False,False,False,0.009230769230769232,0.0
trace-550770,ts-config-service,5960,2025-03-26 20:12:45.662762,failed,ts-auth-service->ts-ticket-service->ts-payment-service->ts-station-service->ts-config-service,resource_exhaustion,5,20,False,True,False,False,False,False,False,0.1959866220735786,1.0
trace-324082,ts-ticket-service,378,2025-03-26 22:43:04.662762,success,ts-user-service->ts-payment-service->ts-order-service->ts-auth-service->ts-ticket-service,normal,5,22,False,False,False,False,False,True,False,0.009297658862876255,1.0
trace-796101,ts-station-service,169,2025-03-26 18:17:04.662762,success,ts-order-service->ts-user-service->ts-auth-service->ts-payment-service,normal,4,18,False,False,False,False,True,False,False,0.002307692307692308,0.5
trace-945742,ts-user-service,341,2025-03-27 10:04:44.662762,success,ts-order-service->ts-user-service->ts-ticket-service,normal,3,10,False,False,False,False,False,False,True,0.008060200668896322,0.0
trace-740967,ts-ticket-service,304,2025-03-27 14:40:39.662762,success,ts-payment-service->ts-station-service->ts-user-service->ts-ticket-service,normal,4,14,False,False,False,False,False,True,False,0.006822742474916389,0.5
trace-618392,ts-user-service,2850,2025-03-27 02:46:41.662762,success,ts-payment-service->ts-config-service->ts-order-service,timeout,3,2,False,False,False,False,False,False,True,0.0919732441471572,0.0
trace-887443,ts-config-service,304,2025-03-27 13:26:54.662762,success,ts-user-service->ts-config-service->ts-station-service->ts-ticket-service,normal,4,13,False,True,False,False,False,False,False,0.006822742474916389,0.5
trace-152657,ts-user-service,100,2025-03-26 21:02:04.662762,failed,ts-order-service->ts-station-service->ts-ticket-service,illegal_argument,3,21,False,False,False,False,False,False,True,0.0,0.0
trace-800005,ts-station-service,289,2025-03-26 21:59:28.662762,success,ts-auth-service->ts-ticket-service->ts-station-service->ts-payment-service->ts-config-service,normal,5,21,False,False,False,False,True,False,False,0.006321070234113713,1.0
trace-567574,ts-payment-service,317,2025-03-27 11:32:03.662762,success,ts-ticket-service->ts-auth-service->ts-user-service->ts-payment-service,normal,4,11,False,False,False,True,False,False,False,0.00725752508361204,0.5
trace-903013,ts-ticket-service,373,2025-03-26 22:20:57.662762,success,ts-user-service->ts-auth-service->ts-ticket-service->ts-order-service->ts-payment-service,normal,5,22,False,False,False,False,False,True,False,0.009130434782608696,1.0
trace-399607,ts-auth-service,274,2025-03-27 08:47:29.662762,success,ts-auth-service->ts-station-service->ts-order-service->ts-user-service,normal,4,8,True,False,False,False,False,False,False,0.005819397993311038,0.5
trace-258157,ts-ticket-service,259,2025-03-27 08:54:33.662762,success,ts-user-service->ts-payment-service->ts-config-service->ts-order-service->ts-station-service,normal,5,8,False,False,False,False,False,True,False,0.005317725752508362,1.0
trace-527398,ts-station-service,274,2025-03-27 05:16:55.662762,success,ts-ticket-service->ts-order-service->ts-user-service->ts-config-service,normal,4,5,False,False,False,False,True,False,False,0.005819397993311038,0.5
trace-508396,ts-payment-service,345,2025-03-26 20:03:48.662762,success,ts-config-service->ts-station-service->ts-ticket-service,normal,3,20,False,False,False,True,False,False,False,0.008193979933110369,0.0
trace-600149,ts-auth-service,316,2025-03-27 17:06:52.662762,success,ts-config-service->ts-ticket-service->ts-payment-service->ts-user-service,normal,4,17,True,False,False,False,False,False,False,0.007224080267558528,0.5
trace-611945,ts-auth-service,273,2025-03-27 09:20:24.662762,success,ts-ticket-service->ts-order-service->ts-config-service->ts-auth-service,normal,4,9,True,False,False,False,False,False,False,0.005785953177257526,0.5
trace-801364,ts-payment-service,3250,2025-03-27 02:36:30.662762,success,ts-config-service->ts-ticket-service->ts-user-service,timeout,3,2,False,False,False,True,False,False,False,0.10535117056856187,0.0
trace-752483,ts-order-service,304,2025-03-26 21:52:56.662762,success,ts-station-service->ts-config-service->ts-order-service->ts-payment-service,normal,4,21,False,False,True,False,False,False,False,0.006822742474916389,0.5
trace-773971,ts-user-service,348,2025-03-27 01:43:25.662762,failed,ts-auth-service->ts-order-service->ts-payment-service,cascade_failure,3,1,False,False,False,False,False,False,True,0.008294314381270903,0.0
trace-443254,ts-ticket-service,100,2025-03-27 09:37:22.662762,failed,ts-order-service->ts-station-service->ts-ticket-service,illegal_argument,3,9,False,False,False,False,False,True,False,0.0,0.0
trace-364525,ts-ticket-service,283,2025-03-27 14:20:49.662762,failed,ts-payment-service->ts-station-service->ts-order-service,high_error_rate,3,14,False,False,False,False,False,True,False,0.006120401337792642,0.0
trace-466960,ts-payment-service,280,2025-03-27 09:09:55.662762,success,ts-config-service->ts-payment-service->ts-order-service,normal,3,9,False,False,False,True,False,False,False,0.006020066889632107,0.0
trace-890870,ts-user-service,226,2025-03-27 16:11:57.662762,success,ts-config-service->ts-order-service->ts-station-service,normal,3,16,False,False,False,False,False,False,True,0.004214046822742476,0.0
trace-259784,ts-user-service,314,2025-03-27 08:38:38.662762,success,ts-payment-service->ts-order-service->ts-station-service->ts-user-service,normal,4,8,False,False,False,False,False,False,True,0.007157190635451505,0.5
trace-587623,ts-config-service,313,2025-03-27 07:59:58.662762,success,ts-user-service->ts-station-service->ts-payment-service->ts-order-service,normal,4,7,False,True,False,False,False,False,False,0.007123745819397993,0.5
trace-915573,ts-auth-service,300,2025-03-27 11:21:59.662762,success,ts-station-service->ts-order-service->ts-auth-service,normal,3,11,True,False,False,False,False,False,False,0.006688963210702342,0.0
trace-703766,ts-config-service,5760,2025-03-27 03:39:52.662762,failed,ts-user-service->ts-order-service->ts-station-service->ts-config-service->ts-payment-service,resource_exhaustion,5,3,False,True,False,False,False,False,False,0.18929765886287625,1.0
trace-831059,ts-config-service,229,2025-03-27 06:20:55.662762,success,ts-station-service->ts-order-service->ts-config-service->ts-payment-service->ts-user-service,normal,5,6,False,True,False,False,False,False,False,0.004314381270903009,1.0
trace-658623,ts-payment-service,278,2025-03-27 01:43:56.662762,success,ts-order-service->ts-station-service->ts-auth-service->ts-config-service,normal,4,1,False,False,False,True,False,False,False,0.005953177257525083,0.5
trace-990844,ts-config-service,282,2025-03-27 02:02:07.662762,success,ts-order-service->ts-ticket-service->ts-auth-service->ts-payment-service,normal,4,2,False,True,False,False,False,False,False,0.00608695652173913,0.5
trace-841666,ts-ticket-service,259,2025-03-27 11:45:32.662762,success,ts-payment-service->ts-station-service->ts-auth-service,normal,3,11,False,False,False,False,False,True,False,0.005317725752508362,0.0
trace-745830,ts-config-service,291,2025-03-26 21:44:05.662762,success,ts-ticket-service->ts-config-service->ts-station-service->ts-auth-service,normal,4,21,False,True,False,False,False,False,False,0.006387959866220736,0.5
trace-437960,ts-config-service,320,2025-03-27 08:23:27.662762,success,ts-auth-service->ts-ticket-service->ts-user-service,normal,3,8,False,True,False,False,False,False,False,0.007357859531772575,0.0
trace-886931,ts-station-service,394,2025-03-27 00:24:34.662762,success,ts-payment-service->ts-ticket-service->ts-auth-service->ts-order-service->ts-user-service,normal,5,0,False,False,False,False,True,False,False,0.009832775919732441,1.0
trace-992288,ts-user-service,308,2025-03-27 05:29:44.662762,success,ts-user-service->ts-auth-service->ts-payment-service->ts-station-service,normal,4,5,False,False,False,False,False,False,True,0.006956521739130436,0.5
trace-393243,ts-payment-service,312,2025-03-26 19:37:25.662762,success,ts-station-service->ts-order-service->ts-config-service->ts-user-service,normal,4,19,False,False,False,True,False,False,False,0.007090301003344481,0.5
trace-189771,ts-payment-service,296,2025-03-27 08:32:29.662762,success,ts-ticket-service->ts-station-service->ts-user-service->ts-config-service,normal,4,8,False,False,False,True,False,False,False,0.006555183946488295,0.5
trace-777278,ts-ticket-service,204,2025-03-26 23:27:32.662762,success,ts-order-service->ts-auth-service->ts-user-service,normal,3,23,False,False,False,False,False,True,False,0.0034782608695652175,0.0
trace-524045,ts-auth-service,298,2025-03-27 08:28:14.662762,success,ts-station-service->ts-auth-service->ts-ticket-service->ts-payment-service->ts-user-service,normal,5,8,True,False,False,False,False,False,False,0.006622073578595318,1.0
trace-882169,ts-auth-service,303,2025-03-26 21:17:24.662762,success,ts-payment-service->ts-ticket-service->ts-auth-service->ts-station-service,normal,4,21,True,False,False,False,False,False,False,0.006789297658862877,0.5
trace-363615,ts-ticket-service,423,2025-03-27 08:56:07.662762,failed,ts-user-service->ts-auth-service->ts-order-service->ts-config-service->ts-station-service,high_error_rate,5,8,False,False,False,False,False,True,False,0.01080267558528428,1.0
trace-326895,ts-auth-service,290,2025-03-26 23:42:00.662762,success,ts-station-service->ts-config-service->ts-payment-service->ts-auth-service->ts-order-service,normal,5,23,True,False,False,False,False,False,False,0.006354515050167224,1.0
trace-973074,ts-auth-service,315,2025-03-27 10:15:41.662762,success,ts-auth-service->ts-user-service->ts-config-service,normal,3,10,True,False,False,False,False,False,False,0.0071906354515050164,0.0
trace-114835,ts-user-service,298,2025-03-26 21:52:54.662762,success,ts-order-service->ts-config-service->ts-station-service->ts-auth-service,normal,4,21,False,False,False,False,False,False,True,0.006622073578595318,0.5
trace-831295,ts-ticket-service,241,2025-03-27 12:43:53.662762,failed,ts-order-service->ts-config-service->ts-station-service->ts-auth-service,high_error_rate,4,12,False,False,False,False,False,True,False,0.00471571906354515,0.5
trace-592198,ts-ticket-service,357,2025-03-26 23:53:58.662762,failed,ts-auth-service->ts-order-service->ts-payment-service,cascade_failure,3,23,False,False,False,False,False,True,False,0.008595317725752508,0.0
trace-219629,ts-ticket-service,337,2025-03-27 14:57:00.662762,failed,ts-order-service->ts-station-service->ts-config-service->ts-user-service,high_error_rate,4,14,False,False,False,False,False,True,False,0.007926421404682275,0.5
trace-256445,ts-auth-service,339,2025-03-26 20:50:12.662762,success,ts-user-service->ts-order-service->ts-station-service,normal,3,20,True,False,False,False,False,False,False,0.007993311036789299,0.0
trace-901577,ts-station-service,254,2025-03-27 02:10:36.662762,success,ts-config-service->ts-station-service->ts-user-service->ts-ticket-service->ts-payment-service,normal,5,2,False,False,False,False,True,False,False,0.005150501672240803,1.0
trace-564226,ts-config-service,370,2025-03-27 06:30:10.662762,success,ts-ticket-service->ts-auth-service->ts-station-service->ts-order-service->ts-payment-service,normal,5,6,False,True,False,False,False,False,False,0.009030100334448161,1.0
trace-876039,ts-config-service,229,2025-03-27 13:42:58.662762,success,ts-payment-service->ts-user-service->ts-auth-service,normal,3,13,False,True,False,False,False,False,False,0.004314381270903009,0.0
trace-792509,ts-user-service,329,2025-03-27 14:22:23.662762,failed,ts-auth-service->ts-order-service->ts-payment-service,cascade_failure,3,14,False,False,False,False,False,False,True,0.007658862876254181,0.0
trace-264136,ts-ticket-service,409,2025-03-27 17:13:54.662762,success,ts-payment-service->ts-station-service->ts-ticket-service->ts-auth-service,normal,4,17,False,False,False,False,False,True,False,0.010334448160535118,0.5
trace-134225,ts-auth-service,250,2025-03-27 08:54:04.662762,success,ts-auth-service->ts-payment-service->ts-ticket-service->ts-order-service->ts-config-service,normal,5,8,True,False,False,False,False,False,False,0.005016722408026756,1.0
trace-344762,ts-config-service,271,2025-03-27 07:41:49.662762,success,ts-station-service->ts-payment-service->ts-user-service->ts-ticket-service->ts-order-service,normal,5,7,False,True,False,False,False,False,False,0.005719063545150503,1.0
trace-671015,ts-payment-service,304,2025-03-27 09:08:38.662762,success,ts-auth-service->ts-user-service->ts-order-service,normal,3,9,False,False,False,True,False,False,False,0.006822742474916389,0.0
trace-162535,ts-config-service,274,2025-03-27 11:17:17.662762,success,ts-station-service->ts-payment-service->ts-config-service->ts-auth-service,normal,4,11,False,True,False,False,False,False,False,0.005819397993311038,0.5
trace-560485,ts-ticket-service,222,2025-03-27 12:48:05.662762,success,ts-auth-service->ts-payment-service->ts-ticket-service->ts-config-service->ts-station-service,normal,5,12,False,False,False,False,False,True,False,0.004080267558528429,1.0
trace-666211,ts-ticket-service,303,2025-03-26 23:21:02.662762,success,ts-station-service->ts-order-service->ts-ticket-service,normal,3,23,False,False,False,False,False,True,False,0.006789297658862877,0.0
trace-870214,ts-station-service,246,2025-03-27 05:35:37.662762,success,ts-order-service->ts-config-service->ts-user-service->ts-payment-service,normal,4,5,False,False,False,False,True,False,False,0.004882943143812709,0.5
trace-901909,ts-station-service,100,2025-03-27 07:30:59.662762,failed,ts-order-service->ts-station-service->ts-ticket-service,illegal_argument,3,7,False,False,False,False,True,False,False,0.0,0.0
trace-644173,ts-ticket-service,254,2025-03-26 17:36:30.662762,success,ts-user-service->ts-station-service->ts-ticket-service->ts-payment-service,normal,4,17,False,False,False,False,False,True,False,0.005150501672240803,0.5
trace-195674,ts-auth-service,377,2025-03-27 00:12:59.662762,success,ts-auth-service->ts-config-service->ts-order-service->ts-user-service,normal,4,0,True,False,False,False,False,False,False,0.009264214046822743,0.5
trace-445824,ts-payment-service,260,2025-03-27 02:20:29.662762,failed,ts-auth-service->ts-order-service->ts-payment-service,cascade_failure,3,2,False,False,False,True,False,False,False,0.0053511705685618735,0.0
trace-576919,ts-auth-service,283,2025-03-27 14:07:22.662762,success,ts-auth-service->ts-order-service->ts-ticket-service->ts-payment-service,normal,4,14,True,False,False,False,False,False,False,0.006120401337792642,0.5
trace-789606,ts-ticket-service,340,2025-03-26 21:34:26.662762,success,ts-order-service->ts-user-service->ts-station-service->ts-auth-service,normal,4,21,False,False,False,False,False,True,False,0.00802675585284281,0.5
trace-752878,ts-payment-service,238,2025-03-26 23:10:46.662762,success,ts-config-service->ts-order-service->ts-user-service->ts-auth-service,normal,4,23,False,False,False,True,False,False,False,0.004615384615384615,0.5
