trace_id,service,duration_ms,timestamp,status,call_path,anomaly_type
trace-404708,ts-ticket-service,319,2025-03-26T02:49:45.071148,success,ts-ticket-service->ts-config-service->ts-order-service->ts-station-service,normal
trace-711117,ts-payment-service,313,2025-03-26T16:17:40.071148,success,ts-payment-service->ts-order-service->ts-user-service,normal
trace-739299,ts-station-service,267,2025-03-26T14:45:32.071148,success,ts-config-service->ts-order-service->ts-station-service->ts-ticket-service->ts-auth-service,normal
trace-419917,ts-station-service,305,2025-03-26T02:21:40.071148,failed,ts-auth-service->ts-station-service->ts-user-service->ts-order-service,cascade_failure
trace-286764,ts-station-service,3240,2025-03-26T03:53:17.071148,success,ts-order-service->ts-payment-service->ts-user-service,timeout
trace-912835,ts-ticket-service,343,2025-03-26T19:22:00.071148,success,ts-order-service->ts-config-service->ts-ticket-service->ts-payment-service,illegal_argument
trace-171999,ts-config-service,217,2025-03-26T06:10:37.071148,success,ts-user-service->ts-auth-service->ts-station-service,normal
trace-237984,ts-ticket-service,255,2025-03-26T10:34:59.071148,success,ts-order-service->ts-ticket-service->ts-station-service->ts-auth-service->ts-payment-service,normal
trace-408591,ts-config-service,299,2025-03-26T05:50:01.071148,success,ts-station-service->ts-payment-service->ts-config-service->ts-auth-service->ts-ticket-service,normal
trace-570901,ts-ticket-service,338,2025-03-26T05:20:01.071148,success,ts-config-service->ts-station-service->ts-auth-service->ts-ticket-service->ts-order-service,resource_exhaustion
trace-580303,ts-station-service,328,2025-03-26T15:32:57.071148,success,ts-payment-service->ts-config-service->ts-station-service->ts-ticket-service,normal
trace-179071,ts-order-service,301,2025-03-26T13:47:23.071148,success,ts-user-service->ts-ticket-service->ts-station-service,illegal_argument
trace-334148,ts-order-service,276,2025-03-26T09:05:13.071148,success,ts-station-service->ts-order-service->ts-user-service->ts-ticket-service,normal
trace-531994,ts-auth-service,285,2025-03-26T12:09:07.071148,success,ts-ticket-service->ts-user-service->ts-payment-service->ts-station-service->ts-config-service,normal
trace-656034,ts-auth-service,316,2025-03-26T12:16:50.071148,success,ts-user-service->ts-station-service->ts-config-service->ts-order-service,infinite_loop
trace-294208,ts-payment-service,230,2025-03-25T21:49:33.071148,success,ts-ticket-service->ts-order-service->ts-station-service->ts-payment-service->ts-config-service,normal
trace-449825,ts-order-service,354,2025-03-26T15:49:31.071148,success,ts-order-service->ts-config-service->ts-station-service->ts-auth-service,resource_exhaustion
trace-385295,ts-auth-service,297,2025-03-26T18:48:31.071148,success,ts-user-service->ts-ticket-service->ts-payment-service->ts-config-service->ts-order-service,normal
trace-720370,ts-order-service,177,2025-03-25T23:58:43.071148,success,ts-payment-service->ts-ticket-service->ts-station-service->ts-auth-service->ts-config-service,normal
trace-469104,ts-config-service,368,2025-03-26T10:20:27.071148,success,ts-ticket-service->ts-user-service->ts-payment-service,normal
trace-491499,ts-auth-service,293,2025-03-26T03:02:38.071148,success,ts-auth-service->ts-order-service->ts-ticket-service,normal
trace-539150,ts-ticket-service,384,2025-03-26T10:08:49.071148,success,ts-config-service->ts-auth-service->ts-ticket-service->ts-order-service,normal
trace-438133,ts-payment-service,345,2025-03-26T19:33:48.071148,success,ts-user-service->ts-ticket-service->ts-order-service->ts-station-service->ts-payment-service,normal
trace-101575,ts-station-service,362,2025-03-26T15:53:43.071148,success,ts-user-service->ts-auth-service->ts-ticket-service->ts-order-service,normal
trace-226625,ts-payment-service,246,2025-03-25T22:07:04.071148,success,ts-auth-service->ts-config-service->ts-user-service->ts-station-service,normal
trace-537710,ts-auth-service,273,2025-03-26T06:26:39.071148,success,ts-station-service->ts-config-service->ts-user-service,high_error_rate
trace-188916,ts-ticket-service,338,2025-03-26T02:20:09.071148,success,ts-user-service->ts-order-service->ts-ticket-service->ts-config-service,normal
trace-759735,ts-auth-service,292,2025-03-26T16:11:33.071148,success,ts-config-service->ts-order-service->ts-station-service->ts-user-service,normal
trace-465952,ts-user-service,2900,2025-03-26T19:08:36.071148,success,ts-payment-service->ts-station-service->ts-ticket-service,timeout
trace-384882,ts-station-service,368,2025-03-26T10:51:13.071148,success,ts-station-service->ts-order-service->ts-user-service,normal
trace-855717,ts-ticket-service,227,2025-03-26T12:19:28.071148,success,ts-ticket-service->ts-config-service->ts-user-service->ts-station-service,normal
trace-638190,ts-config-service,305,2025-03-26T02:25:24.071148,success,ts-order-service->ts-station-service->ts-payment-service,normal
trace-393477,ts-payment-service,144,2025-03-26T06:07:46.071148,success,ts-config-service->ts-auth-service->ts-payment-service->ts-user-service,normal
trace-940320,ts-payment-service,285,2025-03-26T09:25:54.071148,success,ts-auth-service->ts-station-service->ts-payment-service,illegal_argument
trace-130227,ts-order-service,326,2025-03-26T13:06:38.071148,success,ts-user-service->ts-config-service->ts-order-service->ts-station-service,normal
trace-722574,ts-config-service,197,2025-03-26T14:53:01.071148,failed,ts-auth-service->ts-order-service->ts-config-service->ts-payment-service,cascade_failure
trace-593079,ts-user-service,255,2025-03-26T02:11:05.071148,success,ts-ticket-service->ts-station-service->ts-payment-service->ts-config-service->ts-auth-service,normal
trace-918450,ts-order-service,402,2025-03-26T01:54:00.071148,success,ts-ticket-service->ts-payment-service->ts-auth-service->ts-order-service,normal
trace-834493,ts-order-service,302,2025-03-26T00:03:43.071148,success,ts-config-service->ts-station-service->ts-user-service->ts-ticket-service,normal
trace-358394,ts-station-service,242,2025-03-26T05:10:03.071148,success,ts-ticket-service->ts-payment-service->ts-order-service,normal
trace-634561,ts-config-service,307,2025-03-26T07:47:26.071148,success,ts-ticket-service->ts-order-service->ts-auth-service,normal
trace-559819,ts-auth-service,274,2025-03-26T04:36:01.071148,failed,ts-ticket-service->ts-station-service->ts-config-service->ts-user-service->ts-payment-service,cascade_failure
trace-549249,ts-order-service,3010,2025-03-26T02:37:06.071148,success,ts-ticket-service->ts-user-service->ts-config-service->ts-station-service->ts-auth-service,timeout
trace-661990,ts-auth-service,291,2025-03-26T18:53:54.071148,success,ts-auth-service->ts-user-service->ts-config-service->ts-order-service,normal
trace-869501,ts-station-service,333,2025-03-26T13:10:09.071148,success,ts-station-service->ts-auth-service->ts-payment-service->ts-ticket-service,normal
trace-276692,ts-auth-service,321,2025-03-26T13:14:44.071148,success,ts-station-service->ts-user-service->ts-config-service,normal
trace-504638,ts-ticket-service,226,2025-03-26T15:21:20.071148,success,ts-station-service->ts-user-service->ts-config-service->ts-payment-service,normal
trace-202525,ts-auth-service,241,2025-03-26T13:31:12.071148,success,ts-auth-service->ts-payment-service->ts-ticket-service->ts-station-service,normal
trace-546971,ts-config-service,336,2025-03-25T20:53:57.071148,success,ts-auth-service->ts-config-service->ts-user-service,normal
trace-938712,ts-config-service,298,2025-03-26T07:05:58.071148,success,ts-auth-service->ts-user-service->ts-payment-service->ts-config-service->ts-station-service,normal
trace-950827,ts-user-service,278,2025-03-26T15:17:27.071148,success,ts-user-service->ts-config-service->ts-station-service->ts-order-service->ts-ticket-service,normal
trace-497214,ts-ticket-service,379,2025-03-26T10:14:21.071148,success,ts-user-service->ts-config-service->ts-ticket-service->ts-payment-service->ts-auth-service,normal
trace-568884,ts-station-service,284,2025-03-26T05:48:17.071148,success,ts-station-service->ts-auth-service->ts-ticket-service->ts-order-service->ts-payment-service,normal
trace-149288,ts-user-service,278,2025-03-26T06:20:26.071148,success,ts-ticket-service->ts-config-service->ts-station-service,infinite_loop
trace-846456,ts-user-service,207,2025-03-26T07:43:13.071148,success,ts-ticket-service->ts-auth-service->ts-payment-service,normal
trace-973470,ts-station-service,222,2025-03-26T19:12:24.071148,success,ts-config-service->ts-payment-service->ts-user-service->ts-ticket-service->ts-order-service,normal
trace-230347,ts-user-service,298,2025-03-25T23:29:51.071148,success,ts-payment-service->ts-station-service->ts-order-service,normal
trace-479968,ts-auth-service,397,2025-03-26T06:45:43.071148,success,ts-payment-service->ts-config-service->ts-order-service->ts-auth-service,normal
trace-457479,ts-order-service,321,2025-03-26T03:18:00.071148,success,ts-config-service->ts-ticket-service->ts-auth-service->ts-order-service->ts-payment-service,normal
trace-532638,ts-order-service,311,2025-03-26T09:04:27.071148,success,ts-auth-service->ts-order-service->ts-config-service->ts-station-service,normal
trace-992208,ts-payment-service,330,2025-03-26T14:17:07.071148,failed,ts-ticket-service->ts-config-service->ts-order-service,cascade_failure
trace-694699,ts-station-service,337,2025-03-26T15:37:38.071148,success,ts-config-service->ts-station-service->ts-auth-service,normal
trace-950136,ts-config-service,321,2025-03-26T04:55:35.071148,success,ts-config-service->ts-payment-service->ts-order-service,normal
trace-137072,ts-station-service,279,2025-03-26T07:01:20.071148,success,ts-payment-service->ts-auth-service->ts-user-service->ts-config-service->ts-ticket-service,high_error_rate
trace-338594,ts-config-service,274,2025-03-26T20:12:09.071148,success,ts-auth-service->ts-payment-service->ts-station-service->ts-order-service,normal
trace-202538,ts-station-service,422,2025-03-26T04:52:29.071148,success,ts-ticket-service->ts-payment-service->ts-config-service,normal
trace-411254,ts-ticket-service,379,2025-03-26T04:18:47.071148,success,ts-auth-service->ts-order-service->ts-station-service->ts-payment-service->ts-user-service,normal
trace-520294,ts-order-service,338,2025-03-26T14:11:47.071148,success,ts-order-service->ts-auth-service->ts-ticket-service->ts-user-service,normal
trace-293619,ts-auth-service,2930,2025-03-26T19:40:36.071148,success,ts-auth-service->ts-ticket-service->ts-order-service->ts-config-service->ts-station-service,timeout
trace-942707,ts-payment-service,299,2025-03-26T18:39:07.071148,success,ts-ticket-service->ts-auth-service->ts-order-service,normal
trace-127986,ts-order-service,316,2025-03-26T04:33:58.071148,success,ts-ticket-service->ts-order-service->ts-payment-service->ts-auth-service->ts-station-service,normal
trace-784304,ts-station-service,253,2025-03-26T02:44:18.071148,success,ts-auth-service->ts-config-service->ts-payment-service,illegal_argument
trace-998590,ts-ticket-service,284,2025-03-26T17:31:27.071148,success,ts-order-service->ts-auth-service->ts-config-service,resource_exhaustion
trace-648105,ts-user-service,331,2025-03-26T19:03:40.072148,success,ts-config-service->ts-user-service->ts-ticket-service->ts-station-service,normal
trace-210420,ts-user-service,231,2025-03-26T01:37:56.072148,success,ts-order-service->ts-user-service->ts-payment-service->ts-station-service->ts-config-service,normal
trace-293974,ts-auth-service,284,2025-03-26T11:28:28.072148,success,ts-payment-service->ts-station-service->ts-config-service->ts-auth-service,high_error_rate
trace-648481,ts-user-service,2940,2025-03-26T11:54:43.072148,success,ts-order-service->ts-user-service->ts-ticket-service->ts-station-service,timeout
trace-831962,ts-ticket-service,296,2025-03-26T10:32:09.072148,success,ts-auth-service->ts-station-service->ts-config-service,normal
trace-942239,ts-payment-service,282,2025-03-26T10:21:29.072148,success,ts-config-service->ts-station-service->ts-payment-service->ts-ticket-service,normal
trace-459653,ts-auth-service,273,2025-03-26T19:06:53.072148,success,ts-order-service->ts-config-service->ts-user-service->ts-payment-service,normal
trace-131531,ts-station-service,369,2025-03-26T17:48:16.072148,success,ts-payment-service->ts-user-service->ts-config-service->ts-ticket-service->ts-auth-service,high_error_rate
trace-290054,ts-ticket-service,291,2025-03-26T06:18:11.072148,success,ts-auth-service->ts-ticket-service->ts-user-service->ts-station-service,normal
trace-197331,ts-auth-service,244,2025-03-26T05:09:24.072148,success,ts-station-service->ts-config-service->ts-ticket-service->ts-auth-service,normal
trace-920954,ts-auth-service,337,2025-03-26T10:44:32.072148,success,ts-station-service->ts-auth-service->ts-user-service->ts-config-service->ts-payment-service,normal
trace-627797,ts-station-service,278,2025-03-26T14:38:18.072148,success,ts-auth-service->ts-payment-service->ts-ticket-service,normal
trace-362106,ts-order-service,310,2025-03-26T17:39:03.072148,success,ts-config-service->ts-auth-service->ts-ticket-service,normal
trace-754078,ts-config-service,314,2025-03-26T15:28:20.072148,success,ts-auth-service->ts-user-service->ts-station-service->ts-payment-service,normal
trace-404543,ts-ticket-service,251,2025-03-25T23:49:39.072148,success,ts-station-service->ts-order-service->ts-payment-service->ts-auth-service->ts-ticket-service,normal
trace-949432,ts-auth-service,369,2025-03-26T03:38:12.072148,success,ts-station-service->ts-config-service->ts-payment-service,normal
trace-566168,ts-payment-service,266,2025-03-26T12:05:45.072148,success,ts-user-service->ts-order-service->ts-config-service->ts-ticket-service->ts-payment-service,resource_exhaustion
trace-515005,ts-config-service,418,2025-03-26T10:12:17.072148,success,ts-config-service->ts-user-service->ts-ticket-service,normal
trace-981670,ts-station-service,328,2025-03-25T22:45:34.072148,success,ts-station-service->ts-order-service->ts-user-service,normal
trace-112069,ts-ticket-service,348,2025-03-26T13:47:31.072148,success,ts-station-service->ts-config-service->ts-ticket-service->ts-user-service->ts-auth-service,illegal_argument
trace-374022,ts-config-service,273,2025-03-26T08:10:59.072148,success,ts-user-service->ts-payment-service->ts-config-service->ts-order-service,normal
trace-199986,ts-station-service,250,2025-03-26T03:40:35.072148,success,ts-ticket-service->ts-config-service->ts-auth-service->ts-payment-service,normal
trace-662021,ts-user-service,307,2025-03-26T16:11:26.072148,success,ts-auth-service->ts-payment-service->ts-station-service->ts-config-service,normal
trace-523561,ts-order-service,350,2025-03-26T04:14:55.072148,success,ts-user-service->ts-auth-service->ts-station-service,normal
trace-202909,ts-auth-service,252,2025-03-26T00:38:26.072148,success,ts-config-service->ts-station-service->ts-auth-service,normal
trace-265898,ts-auth-service,318,2025-03-26T05:39:48.072148,success,ts-user-service->ts-auth-service->ts-ticket-service->ts-order-service,resource_exhaustion
trace-225490,ts-config-service,252,2025-03-26T04:45:02.072148,success,ts-station-service->ts-ticket-service->ts-order-service->ts-payment-service->ts-user-service,infinite_loop
trace-113518,ts-payment-service,266,2025-03-25T21:12:44.072148,success,ts-payment-service->ts-user-service->ts-station-service->ts-ticket-service->ts-config-service,illegal_argument
trace-500016,ts-ticket-service,361,2025-03-26T01:52:59.072148,success,ts-payment-service->ts-auth-service->ts-config-service,normal
trace-291541,ts-station-service,339,2025-03-26T18:14:27.072148,success,ts-ticket-service->ts-order-service->ts-payment-service->ts-auth-service,normal
trace-874678,ts-ticket-service,321,2025-03-26T11:10:59.072148,success,ts-ticket-service->ts-order-service->ts-payment-service->ts-config-service->ts-user-service,normal
trace-224596,ts-auth-service,373,2025-03-26T18:27:41.072148,success,ts-ticket-service->ts-auth-service->ts-payment-service->ts-user-service,normal
trace-142112,ts-payment-service,408,2025-03-26T10:20:02.072148,success,ts-user-service->ts-payment-service->ts-auth-service->ts-ticket-service->ts-station-service,normal
trace-270242,ts-ticket-service,3050,2025-03-26T15:15:02.072148,success,ts-station-service->ts-order-service->ts-config-service,timeout
trace-723813,ts-order-service,283,2025-03-25T20:49:26.072148,success,ts-auth-service->ts-order-service->ts-station-service->ts-user-service->ts-payment-service,normal
trace-285782,ts-user-service,255,2025-03-26T09:08:31.072148,success,ts-config-service->ts-ticket-service->ts-user-service,normal
trace-231982,ts-ticket-service,197,2025-03-26T04:43:12.072148,success,ts-order-service->ts-auth-service->ts-payment-service,resource_exhaustion
trace-627706,ts-station-service,2840,2025-03-26T18:59:29.072148,success,ts-user-service->ts-order-service->ts-station-service->ts-ticket-service->ts-config-service,timeout
trace-525613,ts-user-service,231,2025-03-26T03:38:40.072148,success,ts-ticket-service->ts-user-service->ts-station-service,normal
trace-343056,ts-user-service,3580,2025-03-26T10:55:16.072148,success,ts-config-service->ts-ticket-service->ts-user-service->ts-payment-service,timeout
trace-307782,ts-config-service,296,2025-03-25T23:06:45.072148,success,ts-order-service->ts-auth-service->ts-station-service,normal
trace-848796,ts-station-service,299,2025-03-26T14:27:55.072148,success,ts-user-service->ts-order-service->ts-payment-service->ts-station-service,normal
trace-737130,ts-user-service,179,2025-03-26T18:36:04.072148,success,ts-order-service->ts-station-service->ts-auth-service,normal
trace-523516,ts-payment-service,240,2025-03-26T02:18:56.072148,success,ts-ticket-service->ts-auth-service->ts-user-service->ts-station-service,normal
trace-822784,ts-station-service,292,2025-03-26T03:14:41.072148,success,ts-ticket-service->ts-auth-service->ts-order-service->ts-user-service,normal
trace-341180,ts-user-service,404,2025-03-25T20:21:03.072148,success,ts-ticket-service->ts-station-service->ts-user-service->ts-auth-service->ts-payment-service,normal
trace-887059,ts-user-service,322,2025-03-26T08:15:23.072148,success,ts-station-service->ts-user-service->ts-auth-service->ts-config-service,resource_exhaustion
trace-407655,ts-config-service,248,2025-03-26T09:53:53.072148,success,ts-order-service->ts-user-service->ts-station-service,normal
trace-315070,ts-order-service,323,2025-03-26T07:15:57.072148,success,ts-ticket-service->ts-auth-service->ts-config-service->ts-user-service,normal
trace-517785,ts-user-service,315,2025-03-26T02:54:24.072148,success,ts-config-service->ts-order-service->ts-ticket-service->ts-user-service,normal
trace-836304,ts-config-service,326,2025-03-26T04:27:20.072148,success,ts-station-service->ts-order-service->ts-user-service->ts-config-service,normal
trace-477863,ts-payment-service,246,2025-03-25T20:29:33.072148,success,ts-station-service->ts-config-service->ts-user-service,normal
trace-195675,ts-station-service,3310,2025-03-25T21:34:18.072148,success,ts-config-service->ts-ticket-service->ts-station-service->ts-auth-service,timeout
trace-143698,ts-auth-service,367,2025-03-26T05:33:36.072148,success,ts-auth-service->ts-station-service->ts-config-service->ts-user-service->ts-ticket-service,infinite_loop
trace-563017,ts-ticket-service,271,2025-03-25T23:12:25.072148,success,ts-config-service->ts-order-service->ts-ticket-service->ts-payment-service->ts-auth-service,normal
trace-992242,ts-auth-service,288,2025-03-26T01:17:43.072148,success,ts-config-service->ts-station-service->ts-user-service,normal
trace-356641,ts-user-service,361,2025-03-26T08:03:48.072148,success,ts-station-service->ts-auth-service->ts-ticket-service,normal
trace-856696,ts-order-service,257,2025-03-26T03:18:20.072148,success,ts-ticket-service->ts-payment-service->ts-station-service,normal
trace-682083,ts-station-service,300,2025-03-26T06:40:41.072148,success,ts-ticket-service->ts-config-service->ts-auth-service,normal
trace-477175,ts-config-service,335,2025-03-26T07:49:25.072148,success,ts-order-service->ts-ticket-service->ts-payment-service->ts-config-service->ts-auth-service,normal
trace-948105,ts-payment-service,307,2025-03-26T12:50:45.072148,success,ts-user-service->ts-ticket-service->ts-payment-service->ts-config-service->ts-order-service,normal
trace-752213,ts-user-service,248,2025-03-26T07:03:55.072148,success,ts-ticket-service->ts-order-service->ts-auth-service->ts-config-service,normal
trace-797284,ts-auth-service,326,2025-03-26T07:44:12.072148,success,ts-station-service->ts-payment-service->ts-user-service->ts-config-service,normal
trace-596569,ts-order-service,192,2025-03-26T18:23:39.072148,success,ts-order-service->ts-station-service->ts-auth-service->ts-config-service->ts-payment-service,normal
trace-997124,ts-config-service,285,2025-03-26T00:16:00.072148,success,ts-config-service->ts-station-service->ts-user-service->ts-order-service,normal
trace-406613,ts-config-service,359,2025-03-26T19:38:30.072148,success,ts-config-service->ts-auth-service->ts-payment-service->ts-order-service->ts-ticket-service,normal
trace-892511,ts-order-service,359,2025-03-25T22:06:36.072148,success,ts-station-service->ts-auth-service->ts-ticket-service->ts-user-service->ts-payment-service,normal
trace-876704,ts-ticket-service,331,2025-03-25T23:20:36.072148,success,ts-payment-service->ts-user-service->ts-config-service->ts-auth-service,normal
trace-440504,ts-station-service,305,2025-03-26T19:33:35.072148,success,ts-user-service->ts-config-service->ts-ticket-service->ts-payment-service->ts-auth-service,normal
trace-655401,ts-order-service,203,2025-03-26T03:12:30.072148,failed,ts-config-service->ts-station-service->ts-payment-service,cascade_failure
trace-888501,ts-user-service,365,2025-03-26T00:59:40.072148,success,ts-station-service->ts-payment-service->ts-order-service->ts-config-service,normal
trace-944661,ts-user-service,276,2025-03-26T19:36:31.072148,success,ts-ticket-service->ts-auth-service->ts-payment-service->ts-config-service->ts-order-service,normal
trace-931007,ts-ticket-service,366,2025-03-26T04:52:14.072148,success,ts-ticket-service->ts-config-service->ts-payment-service->ts-order-service->ts-auth-service,normal
trace-203841,ts-config-service,312,2025-03-26T11:19:41.072148,success,ts-order-service->ts-station-service->ts-user-service,normal
trace-434104,ts-ticket-service,350,2025-03-26T01:05:24.072148,success,ts-config-service->ts-auth-service->ts-order-service->ts-station-service,normal
trace-103883,ts-payment-service,358,2025-03-25T21:35:40.072148,success,ts-payment-service->ts-user-service->ts-ticket-service->ts-order-service->ts-auth-service,illegal_argument
trace-530648,ts-payment-service,315,2025-03-26T16:12:15.072148,success,ts-station-service->ts-payment-service->ts-auth-service->ts-ticket-service->ts-config-service,normal
trace-301414,ts-payment-service,298,2025-03-26T08:24:06.072148,success,ts-user-service->ts-station-service->ts-order-service->ts-payment-service->ts-config-service,normal
trace-697111,ts-station-service,376,2025-03-26T06:24:48.072148,success,ts-station-service->ts-ticket-service->ts-auth-service->ts-user-service,normal
trace-911683,ts-payment-service,310,2025-03-26T05:27:34.072148,success,ts-ticket-service->ts-auth-service->ts-order-service->ts-user-service,normal
trace-272697,ts-station-service,305,2025-03-26T13:42:07.072148,success,ts-auth-service->ts-order-service->ts-payment-service->ts-config-service,normal
trace-149392,ts-order-service,269,2025-03-26T07:28:59.072148,success,ts-payment-service->ts-config-service->ts-user-service->ts-order-service,normal
trace-170488,ts-ticket-service,236,2025-03-26T14:45:39.072148,failed,ts-order-service->ts-ticket-service->ts-station-service->ts-payment-service->ts-auth-service,cascade_failure
trace-953419,ts-order-service,302,2025-03-25T22:13:30.072148,success,ts-config-service->ts-station-service->ts-payment-service->ts-ticket-service->ts-auth-service,illegal_argument
trace-153542,ts-auth-service,230,2025-03-25T21:20:37.072148,success,ts-auth-service->ts-station-service->ts-user-service,normal
trace-146862,ts-order-service,200,2025-03-26T06:57:21.072148,success,ts-auth-service->ts-order-service->ts-user-service->ts-payment-service->ts-station-service,normal
trace-149922,ts-user-service,293,2025-03-26T16:44:25.072148,success,ts-config-service->ts-user-service->ts-station-service->ts-order-service->ts-auth-service,normal
trace-563371,ts-payment-service,430,2025-03-26T03:10:41.072148,success,ts-ticket-service->ts-auth-service->ts-config-service->ts-payment-service->ts-station-service,normal
trace-402127,ts-config-service,287,2025-03-26T00:57:08.072148,success,ts-config-service->ts-station-service->ts-ticket-service->ts-user-service,normal
trace-206644,ts-ticket-service,299,2025-03-26T19:52:16.072148,success,ts-station-service->ts-order-service->ts-auth-service,normal
trace-363691,ts-order-service,406,2025-03-26T16:47:21.072148,success,ts-user-service->ts-ticket-service->ts-order-service->ts-station-service,normal
trace-758917,ts-order-service,329,2025-03-26T09:38:14.072148,success,ts-order-service->ts-station-service->ts-user-service->ts-ticket-service,normal
trace-710283,ts-payment-service,247,2025-03-25T21:43:08.072148,success,ts-user-service->ts-station-service->ts-config-service->ts-auth-service,normal
trace-663071,ts-station-service,269,2025-03-26T11:44:45.072148,success,ts-order-service->ts-station-service->ts-auth-service->ts-ticket-service,normal
trace-865430,ts-order-service,330,2025-03-26T16:00:36.072148,success,ts-user-service->ts-config-service->ts-ticket-service->ts-order-service,resource_exhaustion
trace-817646,ts-station-service,360,2025-03-26T11:02:03.072148,success,ts-station-service->ts-auth-service->ts-order-service->ts-payment-service->ts-user-service,normal
trace-467486,ts-ticket-service,190,2025-03-26T13:22:44.072148,success,ts-user-service->ts-auth-service->ts-ticket-service->ts-station-service,normal
trace-310977,ts-user-service,343,2025-03-26T16:48:09.072148,success,ts-user-service->ts-auth-service->ts-order-service,normal
trace-229369,ts-order-service,296,2025-03-26T13:47:04.072148,success,ts-config-service->ts-order-service->ts-user-service->ts-payment-service,normal
trace-839492,ts-auth-service,244,2025-03-26T09:45:27.073149,success,ts-station-service->ts-user-service->ts-payment-service->ts-auth-service,normal
trace-121813,ts-config-service,338,2025-03-26T11:33:44.073149,success,ts-user-service->ts-station-service->ts-config-service,normal
trace-587787,ts-auth-service,267,2025-03-26T06:24:10.073149,success,ts-ticket-service->ts-station-service->ts-config-service,normal
trace-823944,ts-payment-service,309,2025-03-26T14:58:42.073149,success,ts-station-service->ts-user-service->ts-order-service->ts-ticket-service->ts-payment-service,normal
