trace_id,timestamp,service,level,message,anomaly_type
trace-659472,2025-03-26T18:11:33.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-659472,2025-03-26T18:11:33.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-672475,2025-03-26T16:11:56.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-672475,2025-03-26T16:11:56.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-672475,2025-03-26T16:11:56.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-127116,2025-03-26T04:05:01.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-127116,2025-03-26T04:05:01.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-127116,2025-03-26T04:05:01.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-347192,2025-03-26T19:39:35.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-347192,2025-03-26T19:39:35.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-677098,2025-03-26T03:23:36.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-677098,2025-03-26T03:23:36.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-460935,2025-03-26T16:59:25.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-298161,2025-03-26T12:49:33.071148,ts-ticket-service,WARN,ts-ticket-service internal server error,high_error_rate
trace-377084,2025-03-25T21:13:33.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-419962,2025-03-26T16:52:28.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-419962,2025-03-26T16:52:28.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-419962,2025-03-26T16:52:28.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-383196,2025-03-26T14:05:24.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-383196,2025-03-26T14:05:24.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-966248,2025-03-26T18:21:20.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-966248,2025-03-26T18:21:20.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-471137,2025-03-26T09:09:59.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-471137,2025-03-26T09:09:59.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-446333,2025-03-26T08:31:00.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-446333,2025-03-26T08:31:00.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-404708,2025-03-26T02:49:45.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-404708,2025-03-26T02:49:45.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-404708,2025-03-26T02:49:45.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-711117,2025-03-26T16:17:40.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-739299,2025-03-26T14:45:32.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-739299,2025-03-26T14:45:32.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-739299,2025-03-26T14:45:32.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-419917,2025-03-26T02:21:40.071148,ts-station-service,ERROR,ts-station-service dependency service unavailable,cascade_failure
trace-419917,2025-03-26T02:21:40.071148,ts-station-service,WARN,ts-station-service dependency service unavailable,cascade_failure
trace-419917,2025-03-26T02:21:40.071148,ts-station-service,ERROR,ts-station-service dependency service unavailable,cascade_failure
trace-286764,2025-03-26T03:53:17.071148,ts-station-service,ERROR,ts-station-service request timeout after 3240ms,timeout
trace-912835,2025-03-26T19:22:00.071148,ts-ticket-service,WARN,ts-ticket-service received invalid parameters: 847,illegal_argument
trace-912835,2025-03-26T19:22:00.071148,ts-ticket-service,WARN,ts-ticket-service received invalid parameters: 549,illegal_argument
trace-912835,2025-03-26T19:22:00.071148,ts-ticket-service,ERROR,ts-ticket-service received invalid parameters: 722,illegal_argument
trace-171999,2025-03-26T06:10:37.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-171999,2025-03-26T06:10:37.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-237984,2025-03-26T10:34:59.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-237984,2025-03-26T10:34:59.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-237984,2025-03-26T10:34:59.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-408591,2025-03-26T05:50:01.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-570901,2025-03-26T05:20:01.071148,ts-ticket-service,WARN,ts-ticket-service database connection pool exhausted,resource_exhaustion
trace-570901,2025-03-26T05:20:01.071148,ts-ticket-service,WARN,ts-ticket-service database connection pool exhausted,resource_exhaustion
trace-570901,2025-03-26T05:20:01.071148,ts-ticket-service,ERROR,ts-ticket-service database connection pool exhausted,resource_exhaustion
trace-580303,2025-03-26T15:32:57.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-580303,2025-03-26T15:32:57.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-580303,2025-03-26T15:32:57.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-179071,2025-03-26T13:47:23.071148,ts-order-service,WARN,ts-order-service received invalid parameters: 148,illegal_argument
trace-334148,2025-03-26T09:05:13.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-334148,2025-03-26T09:05:13.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-334148,2025-03-26T09:05:13.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-531994,2025-03-26T12:09:07.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-531994,2025-03-26T12:09:07.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-531994,2025-03-26T12:09:07.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-656034,2025-03-26T12:16:50.071148,ts-auth-service,WARN,ts-auth-service possible infinite loop detected,infinite_loop
trace-656034,2025-03-26T12:16:50.071148,ts-auth-service,WARN,ts-auth-service possible infinite loop detected,infinite_loop
trace-294208,2025-03-25T21:49:33.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-294208,2025-03-25T21:49:33.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-294208,2025-03-25T21:49:33.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-449825,2025-03-26T15:49:31.071148,ts-order-service,WARN,ts-order-service database connection pool exhausted,resource_exhaustion
trace-449825,2025-03-26T15:49:31.071148,ts-order-service,ERROR,ts-order-service database connection pool exhausted,resource_exhaustion
trace-385295,2025-03-26T18:48:31.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-385295,2025-03-26T18:48:31.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-385295,2025-03-26T18:48:31.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-720370,2025-03-25T23:58:43.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-720370,2025-03-25T23:58:43.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-469104,2025-03-26T10:20:27.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-491499,2025-03-26T03:02:38.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-491499,2025-03-26T03:02:38.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-491499,2025-03-26T03:02:38.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-539150,2025-03-26T10:08:49.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-438133,2025-03-26T19:33:48.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-101575,2025-03-26T15:53:43.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-101575,2025-03-26T15:53:43.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-226625,2025-03-25T22:07:04.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-226625,2025-03-25T22:07:04.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-226625,2025-03-25T22:07:04.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-537710,2025-03-26T06:26:39.071148,ts-auth-service,ERROR,ts-auth-service internal server error,high_error_rate
trace-537710,2025-03-26T06:26:39.071148,ts-auth-service,ERROR,ts-auth-service internal server error,high_error_rate
trace-537710,2025-03-26T06:26:39.071148,ts-auth-service,WARN,ts-auth-service internal server error,high_error_rate
trace-188916,2025-03-26T02:20:09.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-188916,2025-03-26T02:20:09.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-188916,2025-03-26T02:20:09.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-759735,2025-03-26T16:11:33.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-759735,2025-03-26T16:11:33.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-759735,2025-03-26T16:11:33.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-465952,2025-03-26T19:08:36.071148,ts-user-service,WARN,ts-user-service request timeout after 2900ms,timeout
trace-465952,2025-03-26T19:08:36.071148,ts-user-service,ERROR,ts-user-service request timeout after 2900ms,timeout
trace-384882,2025-03-26T10:51:13.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-855717,2025-03-26T12:19:28.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-855717,2025-03-26T12:19:28.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-855717,2025-03-26T12:19:28.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-638190,2025-03-26T02:25:24.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-393477,2025-03-26T06:07:46.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-393477,2025-03-26T06:07:46.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-393477,2025-03-26T06:07:46.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-940320,2025-03-26T09:25:54.071148,ts-payment-service,WARN,ts-payment-service received invalid parameters: 301,illegal_argument
trace-130227,2025-03-26T13:06:38.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-722574,2025-03-26T14:53:01.071148,ts-config-service,WARN,ts-config-service dependency service unavailable,cascade_failure
trace-722574,2025-03-26T14:53:01.071148,ts-config-service,ERROR,ts-config-service dependency service unavailable,cascade_failure
trace-593079,2025-03-26T02:11:05.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-593079,2025-03-26T02:11:05.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-918450,2025-03-26T01:54:00.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-918450,2025-03-26T01:54:00.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-834493,2025-03-26T00:03:43.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-834493,2025-03-26T00:03:43.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-358394,2025-03-26T05:10:03.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-358394,2025-03-26T05:10:03.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-634561,2025-03-26T07:47:26.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-559819,2025-03-26T04:36:01.071148,ts-auth-service,WARN,ts-auth-service dependency service unavailable,cascade_failure
trace-559819,2025-03-26T04:36:01.071148,ts-auth-service,ERROR,ts-auth-service dependency service unavailable,cascade_failure
trace-549249,2025-03-26T02:37:06.071148,ts-order-service,WARN,ts-order-service request timeout after 3010ms,timeout
trace-549249,2025-03-26T02:37:06.071148,ts-order-service,ERROR,ts-order-service request timeout after 3010ms,timeout
trace-549249,2025-03-26T02:37:06.071148,ts-order-service,WARN,ts-order-service request timeout after 3010ms,timeout
trace-661990,2025-03-26T18:53:54.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-869501,2025-03-26T13:10:09.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-869501,2025-03-26T13:10:09.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-276692,2025-03-26T13:14:44.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-504638,2025-03-26T15:21:20.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-202525,2025-03-26T13:31:12.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-546971,2025-03-25T20:53:57.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-546971,2025-03-25T20:53:57.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-546971,2025-03-25T20:53:57.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-938712,2025-03-26T07:05:58.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-938712,2025-03-26T07:05:58.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-938712,2025-03-26T07:05:58.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-950827,2025-03-26T15:17:27.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-950827,2025-03-26T15:17:27.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-497214,2025-03-26T10:14:21.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-568884,2025-03-26T05:48:17.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-568884,2025-03-26T05:48:17.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-568884,2025-03-26T05:48:17.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-149288,2025-03-26T06:20:26.071148,ts-user-service,ERROR,ts-user-service possible infinite loop detected,infinite_loop
trace-846456,2025-03-26T07:43:13.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-846456,2025-03-26T07:43:13.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-846456,2025-03-26T07:43:13.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-973470,2025-03-26T19:12:24.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-973470,2025-03-26T19:12:24.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-230347,2025-03-25T23:29:51.071148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-479968,2025-03-26T06:45:43.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-479968,2025-03-26T06:45:43.071148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-457479,2025-03-26T03:18:00.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-457479,2025-03-26T03:18:00.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-532638,2025-03-26T09:04:27.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-992208,2025-03-26T14:17:07.071148,ts-payment-service,ERROR,ts-payment-service dependency service unavailable,cascade_failure
trace-992208,2025-03-26T14:17:07.071148,ts-payment-service,ERROR,ts-payment-service dependency service unavailable,cascade_failure
trace-694699,2025-03-26T15:37:38.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-694699,2025-03-26T15:37:38.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-694699,2025-03-26T15:37:38.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-950136,2025-03-26T04:55:35.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-137072,2025-03-26T07:01:20.071148,ts-station-service,ERROR,ts-station-service internal server error,high_error_rate
trace-137072,2025-03-26T07:01:20.071148,ts-station-service,ERROR,ts-station-service internal server error,high_error_rate
trace-338594,2025-03-26T20:12:09.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-338594,2025-03-26T20:12:09.071148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-202538,2025-03-26T04:52:29.071148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-411254,2025-03-26T04:18:47.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-411254,2025-03-26T04:18:47.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-411254,2025-03-26T04:18:47.071148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-520294,2025-03-26T14:11:47.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-520294,2025-03-26T14:11:47.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-293619,2025-03-26T19:40:36.071148,ts-auth-service,ERROR,ts-auth-service request timeout after 2930ms,timeout
trace-293619,2025-03-26T19:40:36.071148,ts-auth-service,WARN,ts-auth-service request timeout after 2930ms,timeout
trace-942707,2025-03-26T18:39:07.071148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-127986,2025-03-26T04:33:58.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-127986,2025-03-26T04:33:58.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-127986,2025-03-26T04:33:58.071148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-784304,2025-03-26T02:44:18.071148,ts-station-service,WARN,ts-station-service received invalid parameters: 743,illegal_argument
trace-784304,2025-03-26T02:44:18.071148,ts-station-service,ERROR,ts-station-service received invalid parameters: 292,illegal_argument
trace-784304,2025-03-26T02:44:18.071148,ts-station-service,WARN,ts-station-service received invalid parameters: 521,illegal_argument
trace-998590,2025-03-26T17:31:27.071148,ts-ticket-service,ERROR,ts-ticket-service database connection pool exhausted,resource_exhaustion
trace-998590,2025-03-26T17:31:27.071148,ts-ticket-service,ERROR,ts-ticket-service database connection pool exhausted,resource_exhaustion
trace-648105,2025-03-26T19:03:40.072148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-648105,2025-03-26T19:03:40.072148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-648105,2025-03-26T19:03:40.072148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-210420,2025-03-26T01:37:56.072148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-293974,2025-03-26T11:28:28.072148,ts-auth-service,ERROR,ts-auth-service internal server error,high_error_rate
trace-293974,2025-03-26T11:28:28.072148,ts-auth-service,WARN,ts-auth-service internal server error,high_error_rate
trace-648481,2025-03-26T11:54:43.072148,ts-user-service,WARN,ts-user-service request timeout after 2940ms,timeout
trace-831962,2025-03-26T10:32:09.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-831962,2025-03-26T10:32:09.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-831962,2025-03-26T10:32:09.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-942239,2025-03-26T10:21:29.072148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-942239,2025-03-26T10:21:29.072148,ts-payment-service,INFO,ts-payment-service normal operation,normal
trace-459653,2025-03-26T19:06:53.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-131531,2025-03-26T17:48:16.072148,ts-station-service,WARN,ts-station-service internal server error,high_error_rate
trace-131531,2025-03-26T17:48:16.072148,ts-station-service,WARN,ts-station-service internal server error,high_error_rate
trace-290054,2025-03-26T06:18:11.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-290054,2025-03-26T06:18:11.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-197331,2025-03-26T05:09:24.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-197331,2025-03-26T05:09:24.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-197331,2025-03-26T05:09:24.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-920954,2025-03-26T10:44:32.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-920954,2025-03-26T10:44:32.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-920954,2025-03-26T10:44:32.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-627797,2025-03-26T14:38:18.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-627797,2025-03-26T14:38:18.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-627797,2025-03-26T14:38:18.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-362106,2025-03-26T17:39:03.072148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-362106,2025-03-26T17:39:03.072148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-754078,2025-03-26T15:28:20.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-754078,2025-03-26T15:28:20.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-754078,2025-03-26T15:28:20.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-404543,2025-03-25T23:49:39.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-949432,2025-03-26T03:38:12.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-566168,2025-03-26T12:05:45.072148,ts-payment-service,ERROR,ts-payment-service database connection pool exhausted,resource_exhaustion
trace-566168,2025-03-26T12:05:45.072148,ts-payment-service,WARN,ts-payment-service database connection pool exhausted,resource_exhaustion
trace-515005,2025-03-26T10:12:17.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-515005,2025-03-26T10:12:17.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-981670,2025-03-25T22:45:34.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-112069,2025-03-26T13:47:31.072148,ts-ticket-service,ERROR,ts-ticket-service received invalid parameters: 923,illegal_argument
trace-112069,2025-03-26T13:47:31.072148,ts-ticket-service,WARN,ts-ticket-service received invalid parameters: 860,illegal_argument
trace-374022,2025-03-26T08:10:59.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-374022,2025-03-26T08:10:59.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-374022,2025-03-26T08:10:59.072148,ts-config-service,INFO,ts-config-service normal operation,normal
trace-199986,2025-03-26T03:40:35.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-199986,2025-03-26T03:40:35.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-662021,2025-03-26T16:11:26.072148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-662021,2025-03-26T16:11:26.072148,ts-user-service,INFO,ts-user-service normal operation,normal
trace-523561,2025-03-26T04:14:55.072148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-523561,2025-03-26T04:14:55.072148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-523561,2025-03-26T04:14:55.072148,ts-order-service,INFO,ts-order-service normal operation,normal
trace-202909,2025-03-26T00:38:26.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-265898,2025-03-26T05:39:48.072148,ts-auth-service,WARN,ts-auth-service database connection pool exhausted,resource_exhaustion
trace-265898,2025-03-26T05:39:48.072148,ts-auth-service,ERROR,ts-auth-service database connection pool exhausted,resource_exhaustion
trace-265898,2025-03-26T05:39:48.072148,ts-auth-service,ERROR,ts-auth-service database connection pool exhausted,resource_exhaustion
trace-225490,2025-03-26T04:45:02.072148,ts-config-service,WARN,ts-config-service possible infinite loop detected,infinite_loop
trace-225490,2025-03-26T04:45:02.072148,ts-config-service,ERROR,ts-config-service possible infinite loop detected,infinite_loop
trace-113518,2025-03-25T21:12:44.072148,ts-payment-service,ERROR,ts-payment-service received invalid parameters: 234,illegal_argument
trace-500016,2025-03-26T01:52:59.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-500016,2025-03-26T01:52:59.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-500016,2025-03-26T01:52:59.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-291541,2025-03-26T18:14:27.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-291541,2025-03-26T18:14:27.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-291541,2025-03-26T18:14:27.072148,ts-station-service,INFO,ts-station-service normal operation,normal
trace-874678,2025-03-26T11:10:59.072148,ts-ticket-service,INFO,ts-ticket-service normal operation,normal
trace-224596,2025-03-26T18:27:41.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-224596,2025-03-26T18:27:41.072148,ts-auth-service,INFO,ts-auth-service normal operation,normal
trace-142112,2025-03-26T10:20:02.072148,ts-payment-service,INFO,ts-payment-service normal operation,normal
